ID,label
BXUCDU5,-1
ZSZ85Q0,1
CXO4Z67,1
YISS61C,1
H5U14CE,1
YNAQCSZ,-1
2KOSNHO,1
YR2MDS1,1
CAR95N3,-1
2IJXV60,-1
OH73O1X,1
S3CPG72,1
JXI2FBO,-1
F3XJ9R8,-1
58KRA4F,-1
52RBBFT,-1
BCP8S2X,0
O7ZVVQG,-1
H71GUXA,-1
3G6Y1SS,1
T8IXQF6,1
HM0MC1C,-1
6OY4ZD6,1
4GT6JRR,1
987S5X1,-1
2Z5J6Z1,1
X5H48WG,-1
MB8LVH7,1
ZQ124SY,1
MUQC9H9,-1
WT81SF5,1
RMWSY7Z,-1
JBR79N0,1
HMVIAOD,-1
75W7R94,-1
7FWIVF5,-1
6EMVT3P,1
0ECL8SD,1
TGW1UNI,-1
ZXH3RTM,-1
MZW8LLV,1
WXT3UZR,-1
GDOVSBB,-1
WC3K6RM,-1
46GQN9T,1
VLQNW65,1
M4KRFPM,-1
DIDAWC1,-1
5Q8GYQA,-1
CJO4O07,1
U4L27DY,1
GIZ15MO,1
GK8JGP1,1
76ULWE4,-1
XNJGW1V,1
QBTECXX,-1
DKX6YZI,1
AMVFQSB,-1
U1D5BHL,1
V76LB5B,1
R2BWL9Y,-1
XXN6WXV,-1
EMEHPG9,-1
5HI05Y8,1
DDDZY16,1
MDLXQBO,-1
AGQ8WIO,-1
BM2RGFR,1
XBSFEAY,1
LGQLF9Z,1
29T9AZ8,-1
V5VNXDX,-1
MYBNNVT,1
FQVGS5P,-1
JGU2F9B,-1
7LN56MU,1
GAYPEOR,1
T25SBUF,-1
H9WDX3F,-1
3RS1YQ8,-1
RGUDXEO,-1
BS3OVHT,1
LI2PDUR,-1
81V4F8M,1
FRAWI9N,-1
86NIA8T,-1
B7UWTJN,1
0EVGLG6,1
TGA2BQH,1
2TATAF2,-1
0J1M1NY,-1
W9UDHI9,-1
DUPCHNC,1
V70KU3R,-1
GJMSP8J,-1
9RFM7YZ,1
IBQA00K,1
1KEHJIU,-1
6CX9SDX,-1
ZCNN2FI,-1
ATLRLGM,-1
NE2QRR5,1
C3KMF4N,-1
8MD5TJ1,1
T4ON986,-1
OGOWK5K,1
OYHUHZO,1
89UEFQM,1
JLFJOAP,1
4UA4X5S,1
U2Q55VT,1
VA6NZJI,1
X4ONK00,-1
UQ00YQA,-1
FIQK21V,1
SHAZG7W,1
LV7LXHS,1
Z2CSGDM,1
69CMZ6T,-1
1XYTUYJ,1
QYU73YB,1
VJ6V9VY,1
W3Q7174,1
DIZX48Z,-1
HY6VIDE,1
IIR75P9,-1
EP5G7JY,-1
WJYND03,1
E5OHCJF,1
K3AVCCO,1
PSHRM4G,-1
2SBMBS8,1
IMS0IWI,-1
BSSZX9Q,-1
KZSTWGO,1
HMPNI9F,1
UPIVDT0,-1
QTXX9FT,1
Z73WTIN,-1
743QAD0,1
ARK40F1,-1
K5DLKXG,1
UH6XHRB,-1
HD6B2GN,-1
2HCC8CR,1
FAF7JN2,-1
CCWXBLV,-1
SQN30Z1,-1
6LPHY1R,-1
4VBB57R,-1
CX04UCT,1
8C87S4U,1
ABZKF2C,1
0MJTLNV,-1
6II76XZ,-1
NULI0M3,-1
GJ5E18C,-1
E79WOF3,-1
EE2CPDI,-1
WMZNHRF,1
WD1WB94,1
12SQQER,1
J1RUZM0,-1
EI75G1P,1
H17X6DT,1
729K9VY,1
JY4XJ8M,-1
Z3L9GFI,-1
LFSYCBN,0
G6RTN44,-1
05VAKGC,1
GZI75P6,1
HJQB29K,-1
8VPWRI4,-1
A8C5PG6,-1
36C4VJH,-1
N6XVEMD,-1
J7RLY8F,-1
8NF3SXA,1
MLJCUON,1
VAQ9S6H,-1
NOJPCNZ,1
POJ0SBA,-1
RCF1856,1
ECTHHXM,1
01XYWAB,-1
2S5B8YU,1
43M3YNS,-1
VT3FKZY,1
FELA5WV,-1
KG343PZ,-1
EZM4HS9,1
L0I08MN,-1
B053Q1I,1
WLFCSB4,1
YCE2Z81,-1
FJNKPE5,-1
3SSC4DQ,-1
VT5A6M4,1
T8BI7OQ,-1
D5KYL1T,-1
O6NBMHY,-1
S1L0J9T,-1
YHVA297,1
AUB8Q5Z,1
NX9HLHA,1
XX02XNC,1
JKEX4KI,-1
B17Z7FN,-1
OR2P9EX,1
908ORNL,-1
DYDO6AR,1
TT54VYS,-1
ONO6JVL,-1
TU9Y8TE,-1
RH1YL0N,-1
7G3SS2U,-1
ZU4LJ15,1
76XQPZU,1
9Y0PUNL,1
5VA86MB,1
YREHYKV,1
POEHF3A,-1
EF6YWHW,1
BSD6DXJ,-1
OFUFDDT,1
LCWZE71,-1
6FNEI0L,1
MPYQMUE,-1
UNRI88I,-1
E4VAUQS,-1
1RNXKAT,-1
U2T2AQM,-1
FFU1W5Q,-1
XYHBHXL,1
T9L71WG,1
NW25E32,1
DTMOP3V,-1
NEWA7O3,1
62I5CN3,1
UNKO7YO,1
LCCGY2O,-1
AB8XD86,1
8703F72,1
OEAB3M2,1
ZK2PT7W,-1
KTNA4QK,-1
MZ89WP9,-1
0GYCWRD,-1
MBD8OT6,-1
MXM244J,-1
G93RP6A,-1
JQMU4XW,1
14CZBUI,-1
34J6Z3V,1
DT4P7YA,1
55UC1OT,1
8VIDNZ4,1
H6INJKJ,1
KSGM3YU,1
TV6A889,-1
PZQOHF1,-1
3KZ4ARA,-1
PEXXFYB,-1
EQYNQSO,-1
N66HIBL,-1
52ZVXHH,-1
T1LVZQG,-1
YTRL9T8,-1
ISWANIA,1
RQ7KWT0,1
GOWV9RH,-1
UX1R5P9,1
UV9JM9N,1
KLJ6YF4,1
FF3O7P9,-1
FSJZOV2,1
4ETOXF9,1
OOICR0U,1
220US8U,1
1NF0SB0,-1
5W8MDHS,-1
SJMNMR4,1
RND5D5C,1
7TI88UG,1
UJ2OK1A,1
RVCJOS4,1
3U2TTJ3,-1
6A23JW1,-1
MDLRSBR,-1
3RRRGDX,-1
4OBSVRQ,1
WDWJ4QQ,-1
7WAJ9P5,1
5JGJUGM,1
W2NUGDX,1
IW95TO1,1
304FAS8,-1
SFQ7BIL,-1
U6EA9U6,1
VLD0FGA,1
5J45FGF,-1
DXNCRJA,-1
NQN9JWD,1
O26JCHN,1
5S1MBYU,1
O1IX8FJ,1
29PUECC,-1
DT04CE4,1
T5NGZT1,1
4SL0JK0,1
3956X7J,1
2LIM2LK,1
GNC093N,-1
CJTT8X5,1
GGEKUO3,-1
O1BALN6,-1
S649UP1,-1
GL6I00F,1
M1F720B,-1
C0HXZM7,-1
AMXC5SJ,-1
J051KZC,-1
TG2NU44,1
6KF3L9W,-1
B46LM8L,1
3LY4LUG,1
OLB2BRU,1
UCJOYO9,-1
FAPE1K5,1
PRNT5W0,1
KFEYPU3,1
31OHDMG,-1
2B6DJL3,-1
WYZSEWU,1
1DYKGSV,-1
MT6P8DH,-1
MCXWRNC,-1
Y2CXXNO,-1
N9R9915,1
0KA7MF0,-1
YC3QGNS,1
QYEBGYL,-1
AU29CMK,1
TLJREN5,0
FJQWIOB,1
I3EVDPE,1
2LNH05F,1
4OSU0Q7,1
QYJ9WU0,-1
DVY4PHU,1
7WZNX93,1
KEFQ1PG,-1
148NPTX,1
LUHSF0K,1
12SD07X,1
7N5JKIW,1
DIK94ZM,-1
MUDE9KV,-1
3BKVZPY,1
74YUOXZ,1
KPBWEWZ,1
VPEU4LS,-1
03RJNRG,-1
7YU7WTU,-1
DG496VA,1
1V2U6NC,-1
MHKZ67W,1
JVSXYGR,1
KP1XZQS,-1
KTA0UHI,1
75LNATU,-1
1GIXG2A,1
BJHZ199,1
53HQ1AA,1
O4FK1F6,1
WQK1GKG,-1
N4ODTJT,1
RT7I3A9,1
0RUYWDE,1
0UH77XK,-1
GVWQGXB,-1
F8CMUP5,-1
JZJ0FRR,-1
0MXJT02,1
1ZSPBG6,1
T0LY6I6,-1
YRC3VNJ,1
2PG1W4J,-1
8F9CUIO,-1
WPKIN39,-1
VFG0KVW,-1
TB6KK91,1
Y03N598,1
TKGDUZ8,-1
T8SCVJN,1
IG96JG1,1
SR92T4T,1
KHZ4MGD,-1
06YYQ5K,-1
XUOAB5U,-1
EFM46CN,1
TLS4MD2,-1
QOQWO60,-1
DFRNP9V,1
VICIGZ3,-1
AWPYP4F,-1
JYYSNX0,1
GQ2CRD8,-1
ELNCDT4,-1
UA6AH10,1
J9KNCRY,1
G4X4Y0Z,1
3VEUHZ4,-1
N4WQPF0,1
OCLD942,-1
5IIT6JB,1
19B58QT,-1
AAIWT71,-1
SN3CMR1,-1
UB1D6YY,1
3R5ARXO,-1
CSFWT5Y,-1
I3172ZF,-1
LE2NOY9,-1
Z8ULVFM,-1
7TBSRRA,-1
84USY5C,-1
HATIUE9,1
EL3AWT2,-1
EWANI13,1
062PTXS,-1
KO05NIA,-1
ULU4H5J,1
4ODSEUW,-1
GVYMPYQ,-1
WEMCFZF,-1
2NPDWIS,1
W5MG7BD,1
1X4OSCM,1
A1XLTQL,1
60MICJH,-1
RUYE65D,1
X6GSGSK,1
JVKBXVR,-1
M883JTU,1
7TFNA0T,-1
5WKKQGL,1
KW8LEX6,1
IB6MDE9,1
9UAQV16,1
X7ZXRH9,-1
MAMML3B,1
QW00GWX,-1
72UB5DX,1
TNRE8L3,-1
S5N4FZO,-1
145P0IR,1
JLEKOWS,1
J7MA7VG,-1
AAINGD6,-1
2NFWT8V,1
FM2OP4V,1
LXDD3D3,1
EA99XYB,-1
BRE92AC,-1
TWKUD8Y,1
KMTQ1ZB,-1
T8XZFM8,1
P792LOG,1
K4QPLPB,1
M2DFR9L,1
JOQ3VE3,1
A4KR81G,-1
7H4MDC4,-1
X3DST99,1
IU4MK1A,1
IKD0TF5,1
C231JOE,-1
99FHMTR,1
EWE4566,1
J9KFYU9,1
6IF2NWE,-1
HF5FMT5,-1
IF34HT5,1
05U8A6G,1
N1Q9Q2U,-1
WNMO9EO,1
GWRIJUO,-1
1JHFALA,1
Z7YSCBE,-1
RAW6KB4,-1
8D9R31C,0
75US4BK,1
SIKFW8X,1
QKDVONU,1
TLYEOCQ,-1
JJSEAPQ,1
UI3UHNA,-1
P590RA6,-1
RZ6G3KD,1
GI7ZX67,-1
XUWNLW9,-1
7PRLPKU,-1
CYE3PX3,1
E43AIAC,1
SN0HIE0,-1
KIYFNZ9,-1
317P7FH,-1
1AM7RM8,-1
F3F0OC0,-1
U4MT5BJ,-1
9C1T44P,1
K24FHWA,1
5TKW08B,-1
468JFSG,1
771WLBU,1
2WL007V,-1
KPBMVIX,1
JJBDCPE,1
SUZXINX,-1
QOGEMDZ,-1
IOY63DG,-1
XN4QZCR,1
3F4NJ1P,-1
WLKZUIN,-1
65F0DAE,-1
CLJIH2G,1
3ODP33O,0
0SM2JUI,0
DVZBV1R,-1
VXQAW7L,-1
J7REDB8,-1
HGEUDPP,1
K7W3KXX,-1
HT34N4A,-1
AYPTMB9,1
1C8AJ5Q,1
R9FLNTH,0
MKF0DVS,-1
T39OEF8,-1
C981492,-1
X0SJD14,-1
1QB93GD,-1
EOU26XO,-1
2R3VKMO,-1
PP67THM,1
CVGW7VF,1
82FUHT6,-1
EK9GG7D,1
ORXS5H7,-1
JMBAR5G,-1
FQWAQ9Q,1
2MXADCS,-1
14SLUP9,1
4H2NUUJ,-1
M01KERO,1
2D0XQBT,-1
781HD1D,1
HQY0QXT,1
FWFIDHR,-1
83N2W5Y,1
YDHWRPP,-1
4AZ2AUS,-1
97P1ZD7,-1
JPTVM56,-1
T3G6EPI,1
N4B0V3U,-1
FUGK507,1
694R3IM,-1
WHBC3AM,-1
9HLVSN0,-1
QPQ22CR,1
U395G9C,1
926Q48O,1
Z55XQ52,-1
D3VANJX,1
MGWCNDA,1
1YNU6Y0,-1
KZNPWJT,-1
E910V7X,-1
KNC5ERZ,-1
50T2D2T,1
5KI9QGN,-1
I468HH7,-1
X2WMKCU,-1
0XRXWBM,1
TZBPY70,1
6MOO92P,-1
UDKME9Z,-1
AOOTMJE,1
CU2ES6B,-1
OQFD1XQ,1
BVOA3L3,1
PPK3T4U,1
OD3TA8D,-1
KVPVEV7,1
BG0ARBY,-1
28XAV6W,1
BT8CYP0,-1
9IN2VO7,-1
5CGUCG9,1
YJMIXP3,-1
4FUZ7QB,1
25VBBHV,-1
1ZJC2ZR,1
TBMUMC1,1
BDY3ZPA,1
Y6I7MOJ,-1
7CGAJOV,1
08ZT4TW,1
YC2KTH4,1
GVAM45X,-1
ADLWGTO,1
5AGZYGW,1
XH45SIN,-1
294FTSS,1
JNGYASM,-1
WQL9257,-1
54EYCZH,1
OKUV0EX,-1
5INRZD2,1
YCA7IHG,-1
Y866FDN,-1
8AKQ7FC,1
9HCC9GG,1
ITZI68G,-1
VX1YXXA,-1
F44DU94,1
QQ614V5,-1
N76JPIT,-1
W2TNYZA,1
4HPRQAO,-1
UT2D0DE,1
X7BYBLU,-1
ZIUS5B6,1
PZ9ILQS,1
EDKXNIA,1
SFITG4O,-1
SQXDOZW,-1
Q809V8F,1
0K2TYOE,1
BQQHVA2,1
2EH5JJU,-1
I3J9GG4,-1
KB59LMV,1
IXX6JX9,-1
PFJTERF,-1
H64XPEC,1
4MM2547,1
G0ZIYBX,-1
KP305F1,-1
UVJFLTZ,1
1IRBG9D,1
EEI6EUJ,-1
BOS4DZG,-1
S7O2T98,1
2ZDPEZ3,0
82NZ1MT,1
XOZV45A,1
W21XYKZ,-1
68IGMMI,1
PDIHXJM,-1
M0HVD2M,-1
HAM4DGF,-1
11XAJ2V,-1
600AT6Q,1
WUG42PL,-1
FS16LN6,-1
QXQ73PJ,1
36AKO8C,1
C7R51OE,1
HAXB6HL,-1
CKI8L69,1
Q3UBRJ3,-1
AAKB0PW,1
JW57AWS,-1
4NFEAW1,1
1W60HV6,-1
1BCY1K1,-1
R2UZXGT,-1
2UY3Z3U,1
GGVE8E3,-1
JWM1CGJ,1
2C7PPBN,0
NMIASS2,-1
IQL9I1X,1
QCMJ6OC,1
SRR3O9O,1
XK5GL6I,1
4AUVVBG,-1
68MG1Q4,-1
8PMQBH7,-1
ET4JNK1,-1
30JYXDB,1
CBMQC7H,-1
SLPMYD9,-1
J4Z6SLU,-1
MCVU5VT,-1
SLER5CP,-1
N41Q3KY,-1
615A1FY,1
6KIM68T,-1
OHBQE53,-1
GW45YQ0,-1
B2M5IOO,-1
QFZC1XR,-1
O928UWA,-1
URM502I,-1
WCE1T5C,1
L1XY34B,1
JFQ7JFW,-1
4KXVPML,-1
DREQF3J,1
0ZZJXB4,1
MOVASD1,-1
NKRJDDZ,-1
MV00BGN,0
EW7D3ZZ,-1
92OXI9X,1
3RAGMY8,-1
BQEVTKI,-1
ZKDPSG7,1
BY8U1S6,-1
Q0QQ2PG,1
RX716EM,1
IIMOW9Y,-1
XX60A3M,-1
W2EMZYS,-1
72NWMCA,1
WEBFRYD,-1
8FQFIQU,1
XQRS1DB,1
QDB2GPI,1
WCF30WW,-1
O8B7YX7,1
W046VTM,-1
S5OA7IY,-1
O07VBB5,-1
M0OGLNO,-1
Q5X18D7,-1
3KASNT1,-1
6KJHECY,1
TP5XUNT,1
MI0DJSS,1
40UWPDA,1
QIKYLOK,0
S97PT53,1
ZX53ATH,1
9IHO87E,-1
DEZUHGB,1
HAG4701,-1
ASJR6VW,-1
BS3DUBI,1
R9CQXML,1
Y8L2N4L,1
5MA4AY7,1
2TMMSZ2,-1
T6GKZ89,1
KO6NP8A,-1
PTVBQ3Z,1
JBX8BI3,1
1HIP0NM,-1
ML72XT0,1
D2N0WQJ,1
Q6DFJNB,-1
18DU3OV,1
5WT342R,-1
BA2Q7ZR,-1
7NMCM5I,0
33XDEDR,1
ESJQ26X,-1
WKSZF23,-1
VXM6JUU,-1
KEPCIYX,1
RHS7FAD,-1
4QY21BT,-1
6YBS52M,1
5WWNQ17,1
3UNLFSQ,1
E0UQOJ9,-1
YPS19X8,1
II0NCJT,-1
WVO1KJ3,1
IQMCHX2,-1
U1QRXSM,1
S2B7YNJ,1
6TO6CM0,1
A0NRWQS,-1
Z8NO6PV,1
4U9YC6O,-1
L8VJQ9L,-1
B9BH7ML,-1
L9YS3KV,-1
G68WDQR,1
QO56P09,-1
8BUV633,1
D9X5ZHN,1
VPL57JR,1
JLAKYRX,-1
HJ1LEE2,1
3O5PQTU,1
R9DK0TE,1
G2LCTSO,1
79GWNX9,1
T270OUI,-1
9A1M8U8,-1
2V6E3EO,1
URYPQ1R,-1
R2BCAF9,1
ND2QPUU,-1
HBYYFSY,1
KZ4G7ZB,1
AJ8ZT6V,-1
F8IDYC4,-1
UW6NT86,-1
KHEB67N,1
MXSAL8K,-1
KWYIWZE,-1
SDBDOCS,-1
20YFDIP,1
KP8N9L5,-1
W7OV15S,-1
MF2OFL7,-1
P3LBZR3,1
D3JM9SR,-1
4OPM2AM,1
I8LU5KV,-1
BEYF99T,-1
UALC3JL,1
Y16OW6I,-1
7CONJ0R,1
ZHAZ0IR,-1
G7U7JCD,1
VJ36LOZ,-1
T3VMJ47,1
N5OZH1E,-1
ZFA8PJR,-1
O5NDZX8,1
Z00UICQ,1
CHN3F0A,-1
OENPSWA,1
HNQZQB5,-1
5MC7DF9,1
SRAZDK9,-1
L2B4L2C,-1
S7JSELZ,1
PIPZ4JD,-1
KM7GFFX,-1
UM9MX0H,1
VQISEOP,-1
ILAMXPK,1
CD4VSRA,-1
3RZIP9K,1
4F5BXGM,-1
RSCO08Z,1
IUADHC0,-1
73F3VEF,-1
0ELDE7N,1
OTJA43I,-1
AKV9ZCW,-1
XMUZ86N,-1
6T9OIBQ,-1
32L4UEM,1
FBZDDVH,-1
FRDDWUK,1
A7RY3KX,-1
7ZM5GM8,1
AIFYBXY,1
FVMALMU,1
FHOT221,-1
BBRRE2B,-1
3ZPHFXP,-1
QTRNJQT,-1
C560Z6Q,-1
OXA3VX3,-1
NL5VZS4,1
67IV9EQ,1
I94U2YW,-1
YE754AQ,1
S40KIU0,-1
QY6AYPZ,0
Z8UR9IQ,-1
67INXKS,1
AE8D7R1,-1
TXH86KP,-1
D6I44KY,-1
R1HPICD,-1
I3OP4O6,-1
OG7P28G,1
MU95JQM,-1
RKXYITT,-1
B5X8GJZ,1
XQ1E314,1
7VFMRHZ,-1
JLV6PA7,1
I2SUAQI,-1
W2AZMBI,-1
4Y50YFA,1
8DI3VIH,1
2CNOW2I,1
KPG7ESE,1
D9FMHWQ,-1
3TRQQ93,-1
A5Z3XM1,1
E903UXN,1
YU5WHNU,1
JRYOB1T,-1
PH3ZMLN,1
JKZGPJH,-1
PL0LKJU,-1
SG4OHOV,1
L0C7EAB,-1
ZQQFEJW,1
JM17GL8,-1
E8DX2UJ,-1
ZQ6QTDY,1
UK5ONSX,1
P08QE0Z,0
A6WBFOW,1
R438NX9,-1
XPS8E61,-1
L83GFS8,1
U1YU1WN,1
67JW17H,1
ZTE9I5R,-1
KZ3RY8W,-1
AKQ5ASX,-1
CDK6K3B,1
5V99EM6,1
2I6PLK5,1
OP1BWPV,1
NJR6DXR,1
GIVT6AY,-1
3NXN75W,1
GO921GN,1
SBOSG65,-1
TLXV9KX,-1
RWIF34A,1
P4V8UEY,-1
PYQTU0S,1
1XSLJ7P,-1
A43O3X8,1
KEPMICB,1
17IGWWQ,1
LAGBDRP,-1
OIC1YTS,1
UFJO61R,-1
2JHNU3S,1
TA7NZ9H,1
XV2KJ45,-1
N7KM470,-1
BE5M0IM,-1
CA8J9WP,1
TY6USPV,-1
FJ5OEUL,-1
C48NU9S,1
UCS4US5,-1
A0FBCDY,1
HB4ABIO,-1
40IGNY4,1
NNBD56H,-1
4IHU4TZ,1
US46JXR,-1
T00G9XO,1
VY17VS4,1
H2TG2W4,1
ION6BLO,1
KKHQA44,-1
9UUFC46,-1
W6B6FWN,-1
4TDBSKT,-1
HAAN90T,-1
3TOXH9H,-1
H7LCS0V,-1
X81K873,1
H9V13W0,1
WF02WD6,1
JGVAGPO,1
KDN39QD,1
JSJVD7Z,1
P0DY80X,1
D6IMMZM,1
M3XJRZF,1
W7J275Y,1
DK1Y18L,-1
HLEMVSV,-1
9EJHERA,-1
TT8SIK3,-1
BPESVFD,1
AKPYIGO,-1
P9X8RLI,1
EEGKI7E,-1
PXUQAMN,1
Y4FM5F0,-1
LM3TSTV,1
JFQ3B11,-1
3B08SUT,-1
KQ76CCY,1
828YU64,1
5RYE3XF,1
CCX0UAA,-1
P7ACY2W,-1
FGZ202S,1
58S5I1T,-1
R8WL1LA,-1
ED9Q22G,1
KMLNF66,1
840A00X,-1
K8J6MAR,1
2INMI4H,-1
VW302J7,-1
ZDVIYLY,1
JL6M8QD,-1
PWLTHLI,1
TD117GV,1
W4GJJIN,-1
IELWTY4,-1
ZLD9W0X,-1
BVZEX35,1
AVRHMQL,1
WHIJZ40,1
A30XLOA,1
TRCJM91,-1
6Z63D8M,-1
03ZJRPK,-1
HPSN8CC,1
160VGL1,1
5I0YR87,-1
TLQRYID,1
WRWJ9AU,-1
HONYUF0,-1
GC0HKB4,1
0OTLYK8,-1
J707JVB,-1
PNBEQ6G,1
RVZKMK7,1
LGF1PQD,1
4N2KPY4,1
NKYZHWP,-1
AXXP545,1
HQH4SU1,1
5K3JFHG,-1
NSJFE6J,1
Y0V5H2D,-1
92DHP7Q,-1
MQIKHJD,1
LPW0O5K,-1
1OXGZLA,1
1YPAU1B,-1
BWVHPS9,1
IP37DZQ,1
MQEA7DZ,1
FMSMPUF,-1
SM0Q154,-1
LLTQY97,-1
XFSGDK0,1
9EUP8PQ,1
IBF8JIB,1
KL85QG3,-1
ADXDIS1,1
ZGEDFWU,-1
EC9B81G,-1
C4ZOBAX,1
52G6G7I,-1
UAFJ9DK,1
K36AYPX,-1
IJ792FP,1
P2YOIW2,-1
J8VLS4K,1
8IVMWJ5,1
SAK92ZE,1
TFQB6ZU,1
JUAS6WD,-1
54TXHCN,-1
MQQ42VI,-1
TVJB9L6,1
3QRTWOE,1
GAPFJMK,1
PVZYYVX,-1
U7LCXQI,-1
6NMV5VW,1
A1X6ZHH,1
D3WVZXL,-1
UWO35C2,1
BLHYMGL,-1
Q84XA3B,-1
LHZQV72,1
HR9LRQ9,1
M2WOJ8A,-1
185IRQH,-1
RPHD9IQ,1
AVU2UHD,-1
6RY52OV,1
LRD3TU5,-1
UJTQY15,1
5VQ1ZPU,-1
HNKXLKP,1
4E1DP3C,1
GDTOOGM,1
TTR26G9,1
XUKB7IG,1
3L950KW,-1
JZKAKJB,1
H330CRP,1
PT0JCBB,-1
BPNSWWO,1
EKKDL2M,1
RHBT42G,1
CVD3TXB,1
4RGN8YC,-1
UFWEKJJ,-1
ZBTLIEZ,-1
779JE1T,-1
IUZNJK7,-1
DPCO7PR,1
TCI708J,-1
UNZOH1R,-1
G0RL1RW,1
Q8D9R4L,1
9WD3I4L,1
81XE5GV,1
EA7H0M9,1
3JIS0QJ,1
W3I7G4U,-1
YGCP3VY,1
O3BQEQ0,-1
GIMQZ9Q,-1
5YDM6LK,1
YABZTWC,-1
R36EOXO,-1
FJT6BJI,1
KCNQDRV,1
9ZOPH7S,-1
93QG084,1
3A960D4,1
G76LLIP,-1
HIVOG61,1
34CMBYP,1
W1OHAGB,-1
IATZP35,-1
ZQUH5S0,1
OT55DKL,1
SPEYKBD,1
AFPTW0I,1
T21XEZZ,1
4OF4DWH,-1
FSCG82M,1
UNTZ1Z9,1
E9DKY3W,1
Y3RRBOW,1
9A9CZO0,1
IJ5YZ2U,-1
PGCEJPO,-1
SM9SZ6G,1
0IP0DUF,1
ZUFRCP6,1
4AMURON,-1
AOPW51E,-1
JAO251L,-1
MO8QXY5,1
EKYICWX,-1
3YK0YAR,1
PFQ0XTZ,-1
8A5W4DC,1
9COWG5Y,-1
YVZ7OE6,-1
BSLAMG0,-1
UR5LLZ9,1
P5QDSB6,-1
L7RH0GT,1
789D8E4,-1
68NME8L,-1
4ATGSP9,1
S5CRG0G,1
MJQOAZQ,-1
6SFLOEN,1
271MC1N,1
2ODXLLH,1
LE11BCZ,1
5KFN07J,-1
11879U6,-1
0MUSMDD,-1
LJ0Q1SY,1
2WY4SPE,1
62O55PI,1
L5Y33LD,1
